cap_round,college_code,college_name,branch_code,branch_name,status,level,category,cutoff_rank,cutoff_percentile
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,37591,88.9550679
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,58518,82.3322294
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,94334,69.4936445
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,44057,86.9194446
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,48422,85.5729148
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,41549,87.687217
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT3S,50563,84.8736599
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,44130,86.9194446
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,62247,81.1295102
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,30071,91.1459607
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,45170,86.6223776
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,49208,85.2215842
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LVJS,66707,79.6986029
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT2S,62338,81.1295102
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,41127,87.9159305
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,69477,78.6137148
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,PWDOPENS,131331,53.6060165
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,197856,7.1701886
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,47707,85.8501253
CAP1,01002,"Government College of Engineering, Amravati",0100219110,Civil Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,ORPHAN,85223,73.2612864
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,9196,97.3737374
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,18016,94.783775
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,46829,85.9646097
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,12192,96.5118421
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,20440,94.0716041
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,15590,95.5372663
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,10583,96.9659622
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,16679,95.2142111
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,8473,97.5647615
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,25163,92.6752061
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,35441,89.5868952
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT1S,15967,95.4055944
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT3S,26110,92.3826851
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,10921,96.8499656
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,15326,95.6055328
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,PWDOPENS,51675,84.5176078
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,98826,68.1164395
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,30524,91.051072
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,ORPHAN,35641,89.51289
CAP1,01002,"Government College of Engineering, Amravati",0100224210,Computer Science and Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,7401,97.8664807
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,12891,96.3316055
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,22881,93.3597277
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,61474,81.2846613
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,25469,92.5745163
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,24028,92.997543
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,16590,95.2407244
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT3S,18035,94.783775
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,14193,95.9539167
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,20387,94.0956622
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,12183,96.5201084
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,28662,91.6544074
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,65926,79.9072027
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT2S,15745,95.45053
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,13342,96.171967
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,17281,95.0157683
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,PWDOPENS,54426,83.7239356
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,88788,71.6607627
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,36897,89.1476381
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,ORPHAN,45048,86.6718198
CAP1,01002,"Government College of Engineering, Amravati",0100224610,Information Technology,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,12026,96.5454743
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,28037,91.7521019
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,45807,86.3869833
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,81211,74.6802716
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,54199,83.7674516
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,33361,90.1610143
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,55530,83.2103258
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT3S,45231,86.6223776
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,29365,91.3593874
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,50107,85.0571556
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,26875,92.1231015
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,41351,87.7785554
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,89472,71.5562808
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LVJS,63174,80.9669596
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT1S,37913,88.7700729
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,30147,91.082078
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,54480,83.5597353
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,97352,68.4887011
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,131185,53.6060165
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,56683,82.8811189
CAP1,01002,"Government College of Engineering, Amravati",0100229310,Electrical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,84091,73.5570613
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,17151,95.0636221
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,36725,89.1962092
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,116393,60.422115
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,37532,88.9550679
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,31138,90.8833776
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,17913,94.8202997
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,18719,94.5862876
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,30507,91.051072
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,18397,94.7159159
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,37791,88.7823852
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,72278,77.9513058
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LVJS,35169,89.6700597
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT2S,32000,90.6332693
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT3S,41415,87.7785554
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,18895,94.5372821
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,29991,91.2776413
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,149070,43.658874
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT1S,87240,72.3760958
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,42330,87.4115391
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,58460,82.3322294
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,99619,67.8236662
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,38374,88.680102
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,PWDOPENS,105120,65.5190641
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,188072,16.4425946
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,PWDOPENS,51875,84.4950314
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,182725,21.3037657
CAP1,01002,"Government College of Engineering, Amravati",0100237210,Electronics and Telecommunication Engg,Status: Government Autonomous Home University : Autonomous Institute,State Level,TFWS,40691,87.9289094
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,45626,86.4120225
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,64794,80.3531469
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,190208,14.3147873
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,78201,75.6075065
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,56802,82.8437868
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT3S,51152,84.6429815
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,50313,84.9728618
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,65579,79.9809712
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,40999,87.9235179
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,66067,79.8919296
CAP1,01002,"Government College of Engineering, Amravati",0100246610,Instrumentation Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,DEFOPENS,196674,8.3381964
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOPENS,34406,89.861767
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSCS,53314,84.0359888
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSTS,134704,51.57164
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GVJS,73509,77.161886
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT1S,49466,85.1919561
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT2S,35304,89.6391842
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GNT3S,43753,87.0316109
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GOBCS,38117,88.7615737
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,GSEBCS,60529,81.6453226
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOPENS,43339,87.1376478
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSCS,60393,81.7705077
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSTS,125170,56.5039753
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LNT2S,73011,77.2287062
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LOBCS,49484,85.1919561
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,LSEBCS,83614,73.6328536
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,152603,41.7471281
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,ORPHAN,36139,89.2945239
CAP1,01002,"Government College of Engineering, Amravati",0100261210,Mechanical Engineering,Status: Government Autonomous Home University : Autonomous Institute,State Level,EWS,123660,57.0133407
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100550310,Food Technology,Status: University Department Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,23654,93.615548
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Status: University Department Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,176548,25.4741362
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100551710,Oil and Paints Technology,Status: University Department Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,183458,20.2849168
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Status: University Department Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,138268,49.7291102
CAP1,01005,"Sant Gadge Baba Amravati University,Amravati",0100552710,Petro Chemical Engineering,Status: University Department Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,141682,47.8015007
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,85001,73.4354379
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,113546,61.6834321
CAP1,01012,"Government College of Engineering,Yavatmal",0101219110,Civil Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,153294,41.4458186
CAP1,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,48096,85.6421968
CAP1,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,57852,82.4521073
CAP1,01012,"Government College of Engineering,Yavatmal",0101224510,Computer Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,88653,71.6607627
CAP1,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,75325,76.8955509
CAP1,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,113593,61.6834321
CAP1,01012,"Government College of Engineering,Yavatmal",0101229310,Electrical Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,162737,35.7798895
CAP1,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,62199,81.1295102
CAP1,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,98652,68.1164395
CAP1,01012,"Government College of Engineering,Yavatmal",0101237210,Electronics and Telecommunication Engg,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,113350,61.796967
CAP1,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,82911,73.7482517
CAP1,01012,"Government College of Engineering,Yavatmal",0101261210,Mechanical Engineering,Status: Government Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,128342,54.5872518
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,21071,93.884935
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,53532,83.9020979
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,158341,38.7925588
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124210,Computer Science and Engineering,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFSCS,40648,87.9466479
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,25746,92.4545035
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,56064,83.1060395
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110124610,Information Technology,Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,134539,51.57164
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,DEFOPENS,46927,85.9646097
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,TFWS,74264,77.0149774
CAP1,01101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",0110135610,Electrical Engg[Electronics and Power],Status: Un-Aided Home University : Sant Gadge Baba Amravati University,Home University Seats Allotted to Home University Candidates,EWS,67241,79.6925092
